""	"C1"	"C2"	"C3"	"KO1"	"KO2"	"KO3"
"ENSMUSG00000024027.8"	220	185	264	440	329	330
"ENSMUSG00000024028.7"	0	0	0	0	0	0
"ENSMUSG00000024029.4"	0	1	0	2	0	0
"ENSMUSG00000024030.7"	10015	4239	12077	14440	9840	10775
"ENSMUSG00000024032.7"	0	0	0	0	0	1
"ENSMUSG00000024033.10"	427	162	507	744	416	568
"ENSMUSG00000024034.13"	3	0	5	17	7	1
"ENSMUSG00000024036.16"	810	244	799	1070	744	846
"ENSMUSG00000024037.13"	2939	1408	3485	4114	3055	3065
"ENSMUSG00000024038.17"	5286	2408	6188	7390	5795	5470
"ENSMUSG00000024039.15"	2919	1717	3993	5182	3312	3560
"ENSMUSG00000024041.10"	1	9	11	14	5	9
"ENSMUSG00000024042.7"	1603	815	2264	1910	1916	2027
"ENSMUSG00000024043.13"	146	53	208	257	115	168
"ENSMUSG00000024044.18"	23817	10596	27694	33332	23664	26729
"ENSMUSG00000024045.6"	4351	2113	5646	7071	5186	6579
"ENSMUSG00000024048.15"	5749	1745	4717	5676	5128	3432
"ENSMUSG00000024049.15"	165	83	250	354	225	287
"ENSMUSG00000024050.17"	7758	3097	8621	9500	7633	9382
"ENSMUSG00000024052.17"	9752	4611	11369	14187	9530	11703
"ENSMUSG00000024053.11"	447	255	629	1035	485	697
"ENSMUSG00000024054.14"	5054	2165	5636	6912	4641	5351
"ENSMUSG00000024055.15"	727	275	885	1110	931	732
"ENSMUSG00000024056.10"	598	508	582	803	633	526
"ENSMUSG00000024059.10"	8142	3700	8039	10859	7992	8731
"ENSMUSG00000024063.13"	5880	3337	6973	8780	6481	6662
"ENSMUSG00000024064.14"	3126	1423	3207	4170	2821	2764
"ENSMUSG00000024065.8"	12803	6376	15947	19442	13164	15314
"ENSMUSG00000024066.9"	975	425	1010	1194	937	756
"ENSMUSG00000024067.14"	1905	910	2231	2833	2263	1796
"ENSMUSG00000024068.8"	7539	3883	8316	10733	7552	9088
"ENSMUSG00000024069.14"	1352	628	1608	1883	1458	1261
"ENSMUSG00000024070.15"	2242	1368	2952	3462	2257	2669
"ENSMUSG00000024072.9"	5777	2955	7607	10459	6848	7870
"ENSMUSG00000024073.16"	14543	6388	16508	20222	12885	19952
"ENSMUSG00000024074.8"	10372	4576	10150	14993	10126	13122
"ENSMUSG00000024076.10"	303	209	417	838	321	403
"ENSMUSG00000024077.15"	14252	7323	16279	22022	13155	19277
"ENSMUSG00000024078.7"	1597	1024	2483	3325	1720	2495
"ENSMUSG00000024079.4"	863	357	890	1124	872	877
"ENSMUSG00000024081.9"	4477	2268	5112	6765	4359	5132
"ENSMUSG00000024082.5"	3285	1907	4639	5980	3681	4345
"ENSMUSG00000024083.16"	86588	36113	90812	118755	79266	93458
"ENSMUSG00000024084.8"	1116	887	1829	2402	1393	1647
"ENSMUSG00000024085.13"	3978	1522	4800	5570	3551	4311
"ENSMUSG00000024087.4"	704	278	1146	1324	918	704
"ENSMUSG00000024088.4"	0	0	0	0	0	0
"ENSMUSG00000024091.9"	21663	9961	24743	31247	23737	23408
"ENSMUSG00000024095.15"	7956	3544	8091	11147	8338	8831
"ENSMUSG00000024096.17"	11238	4958	12871	15296	10694	11472
"ENSMUSG00000024097.11"	7544	4225	8819	12434	8647	8551
"ENSMUSG00000024098.6"	4914	2303	6090	7815	4722	5429
"ENSMUSG00000024099.15"	15865	7008	18816	23060	16879	15866
"ENSMUSG00000024101.15"	4163	1758	4693	5360	3979	4318
"ENSMUSG00000024104.11"	11889	4866	13904	15803	12034	12409
"ENSMUSG00000024105.3"	1	0	3	12	0	2
"ENSMUSG00000024107.7"	116	58	89	105	55	89
"ENSMUSG00000024109.18"	73442	28067	75239	96962	66161	86054
"ENSMUSG00000024112.16"	6019	3594	7105	8356	6665	8397
"ENSMUSG00000024114.15"	3	2	25	22	9	9
"ENSMUSG00000024116.6"	0	0	0	0	0	0
"ENSMUSG00000024118.14"	778	490	1040	1317	1059	882
"ENSMUSG00000024120.12"	8379	3873	11837	13568	8279	11503
"ENSMUSG00000024121.13"	126349	60241	141408	171319	129187	126995
"ENSMUSG00000024122.16"	20982	9338	24512	30171	20258	24320
"ENSMUSG00000024124.10"	34	25	33	73	36	45
"ENSMUSG00000024125.2"	0	0	0	0	0	0
"ENSMUSG00000024127.15"	51003	22196	58509	70573	44544	57606
"ENSMUSG00000024128.13"	0	0	4	0	0	3
"ENSMUSG00000024130.16"	16895	7123	18652	22028	14503	19866
"ENSMUSG00000024131.8"	1387	114	1444	1807	1217	1322
"ENSMUSG00000024132.6"	1738	871	2237	2790	2119	1608
"ENSMUSG00000024134.11"	224	109	288	446	318	208
"ENSMUSG00000024135.10"	1311	625	1450	1830	1289	1355
"ENSMUSG00000024136.14"	114	59	158	119	147	124
"ENSMUSG00000024137.9"	1676	1048	2179	2583	2012	2162
"ENSMUSG00000024140.10"	19593	9525	24820	28230	22359	22805
"ENSMUSG00000024142.15"	4669	2131	5586	6942	4904	5105
"ENSMUSG00000024143.15"	4774	2513	5957	7489	5171	5125
"ENSMUSG00000024145.6"	839	517	998	1112	830	784
"ENSMUSG00000024146.9"	5079	2356	5743	7548	5214	4830
"ENSMUSG00000024150.12"	8160	4264	9346	12368	9072	8225
"ENSMUSG00000024151.13"	3710	1589	4660	5446	3546	4073
"ENSMUSG00000024154.11"	23	7	44	34	17	14
"ENSMUSG00000024155.8"	4	0	0	2	0	2
"ENSMUSG00000024158.17"	8748	4025	11029	12958	9262	8913
"ENSMUSG00000024160.16"	6932	3158	8108	9491	6907	7275
"ENSMUSG00000024163.17"	65607	27882	72476	85522	59515	73278
"ENSMUSG00000024164.15"	92	42	83	67	78	67
"ENSMUSG00000024165.9"	702	471	760	920	698	643
"ENSMUSG00000024168.8"	807	420	1105	1244	942	838
"ENSMUSG00000024169.16"	3366	1318	3794	4117	3032	3865
"ENSMUSG00000024170.15"	2235	927	2594	3168	1913	2643
"ENSMUSG00000024171.5"	0	0	0	0	0	0
"ENSMUSG00000024172.10"	4123	1654	4669	6234	4194	5344
"ENSMUSG00000024173.11"	1	0	5	0	1	0
"ENSMUSG00000024174.9"	277	122	332	412	242	350
"ENSMUSG00000024175.2"	129	69	147	210	119	163
"ENSMUSG00000024176.10"	7340	3205	8574	9340	5967	7513
"ENSMUSG00000024177.9"	243	113	363	384	250	199
"ENSMUSG00000024180.14"	1422	700	1737	2225	1688	1683
"ENSMUSG00000024181.9"	5012	2539	5993	7289	5777	5150
"ENSMUSG00000024182.16"	3471	1416	4137	4531	3425	3602
"ENSMUSG00000024184.15"	18	8	21	21	5	11
"ENSMUSG00000024186.15"	1093	645	1975	2204	1696	2180
"ENSMUSG00000024187.15"	2347	1074	2790	3057	2174	2341
"ENSMUSG00000024188.16"	10113	5154	11049	13805	10110	10870
"ENSMUSG00000024190.7"	3979	1326	4072	4163	3298	4520
"ENSMUSG00000024191.15"	1975	822	2585	3006	2049	2137
"ENSMUSG00000024193.8"	3116	1887	4270	5017	3522	4027
"ENSMUSG00000024194.16"	4822	2363	5605	6915	5119	4762
"ENSMUSG00000024197.10"	1764	874	2503	3422	2078	1816
"ENSMUSG00000024201.12"	8878	4249	10182	12563	8950	10630
"ENSMUSG00000024205.7"	0	2	0	0	0	0
"ENSMUSG00000024206.15"	281	169	367	566	335	352
"ENSMUSG00000024207.8"	9	8	9	29	11	9
"ENSMUSG00000024208.16"	5961	2511	7684	8929	7164	5504
"ENSMUSG00000024209.9"	30	15	29	41	47	45
"ENSMUSG00000024210.3"	97	30	131	117	119	116
"ENSMUSG00000024211.15"	2485	974	2769	3264	2339	2648
"ENSMUSG00000024212.9"	8773	4350	11080	13155	9478	10066
"ENSMUSG00000024213.14"	53072	25403	57726	71747	53313	51731
"ENSMUSG00000024215.14"	7	7	11	25	16	18
"ENSMUSG00000024217.10"	3660	1697	4451	5121	4064	3867
"ENSMUSG00000024218.13"	4151	1973	4987	6258	4603	4448
"ENSMUSG00000024219.16"	4353	2075	5558	6220	4363	5062
"ENSMUSG00000024220.14"	10231	5230	12756	15398	11688	12555
"ENSMUSG00000024222.17"	7283	2927	8081	10273	7206	7195
"ENSMUSG00000024223.3"	3	0	0	0	0	2
"ENSMUSG00000024224.5"	0	0	0	0	0	0
"ENSMUSG00000024225.5"	0	2	0	0	4	0
"ENSMUSG00000024227.14"	269	145	344	452	357	280
"ENSMUSG00000024228.12"	823	397	942	1442	955	802
"ENSMUSG00000024231.15"	8659	4012	9566	12276	8414	9431
"ENSMUSG00000024232.2"	515	232	702	1038	1013	884
"ENSMUSG00000024233.10"	0	0	0	0	0	0
"ENSMUSG00000024234.7"	3080	1366	3726	4547	3000	3396
"ENSMUSG00000024235.11"	121	66	157	152	134	117
"ENSMUSG00000024236.18"	1457	634	1566	1962	1406	1596
"ENSMUSG00000024238.15"	7368	3790	8977	11424	7825	8814
"ENSMUSG00000024240.13"	4561	2143	5463	6684	5030	5102
"ENSMUSG00000024241.7"	7423	3335	8540	10062	6587	9165
"ENSMUSG00000024242.15"	9316	4567	9693	13119	8655	10352
"ENSMUSG00000024245.4"	6481	4173	10630	12047	7006	8964
"ENSMUSG00000024246.9"	466	273	501	691	470	538
"ENSMUSG00000024247.14"	1079	575	1355	1616	1147	1183
"ENSMUSG00000024248.14"	14796	6871	18563	24014	17018	15796
"ENSMUSG00000024251.10"	1672	608	1838	2045	1618	1757
"ENSMUSG00000024253.9"	1913	892	2243	2967	1930	1964
"ENSMUSG00000024254.15"	2	1	0	5	4	0
"ENSMUSG00000024256.7"	2919	1689	3884	4155	3362	3979
"ENSMUSG00000024258.4"	1839	941	2160	2763	2227	2181
"ENSMUSG00000024259.9"	14385	6539	15357	20765	14138	15590
"ENSMUSG00000024260.14"	4991	2262	5434	6532	4636	5778
"ENSMUSG00000024261.6"	26730	12737	29219	38651	25405	29430
"ENSMUSG00000024266.8"	6	0	12	9	11	3
"ENSMUSG00000024268.16"	67206	30034	72138	96357	69087	77163
"ENSMUSG00000024269.11"	7013	3206	7891	10107	7671	7561
"ENSMUSG00000024270.11"	7056	2996	7883	9557	7239	7994
"ENSMUSG00000024271.8"	10778	4512	11764	14547	9961	11470
"ENSMUSG00000024273.8"	1295	485	1401	1541	1321	1142
"ENSMUSG00000024274.9"	66	39	77	101	60	54
"ENSMUSG00000024276.7"	3417	1646	4375	4981	3433	3934
"ENSMUSG00000024277.14"	39284	17760	43509	53497	38249	43401
"ENSMUSG00000024283.15"	16272	7164	17386	21788	15179	17382
"ENSMUSG00000024286.8"	22957	10255	25479	32073	23206	25657
"ENSMUSG00000024287.8"	2279	1069	2704	3545	2794	2951
"ENSMUSG00000024290.9"	2981	1287	3391	4153	2717	3108
"ENSMUSG00000024292.15"	1382	513	1376	1532	1286	1116
"ENSMUSG00000024293.16"	2765	1187	2989	3753	2710	3003
"ENSMUSG00000024294.14"	26125	11375	30285	37214	26104	30806
"ENSMUSG00000024295.9"	6	3	19	17	17	4
"ENSMUSG00000024298.15"	11839	5337	14307	17348	12080	16280
"ENSMUSG00000024299.17"	1480	815	2074	2163	1562	2134
"ENSMUSG00000024300.17"	389	184	416	460	425	405
"ENSMUSG00000024301.10"	202	157	259	344	261	229
"ENSMUSG00000024302.16"	17205	7543	20910	25399	17068	18725
"ENSMUSG00000024304.14"	21254	8697	21031	29007	19984	23536
"ENSMUSG00000024306.13"	4	0	4	1	2	2
"ENSMUSG00000024308.15"	4056	1945	5110	6581	4104	4288
"ENSMUSG00000024309.15"	4162	1970	4684	6099	4627	4300
"ENSMUSG00000024312.10"	1098	500	1231	1567	1240	1297
"ENSMUSG00000024313.8"	26	20	12	16	8	18
"ENSMUSG00000024317.15"	1872	921	1955	2704	2081	2197
"ENSMUSG00000024319.18"	12048	5612	14193	16776	12004	13578
"ENSMUSG00000024325.8"	3100	1317	4005	4796	3606	3673
"ENSMUSG00000024327.16"	11673	5590	13209	16282	11784	12468
"ENSMUSG00000024330.17"	2130	1204	2979	3826	2389	2940
"ENSMUSG00000024331.11"	63	19	65	105	61	66
"ENSMUSG00000024334.9"	39	18	50	98	74	46
"ENSMUSG00000024335.20"	27967	12362	29841	37172	27785	30991
"ENSMUSG00000024338.15"	317	169	386	498	385	318
"ENSMUSG00000024339.12"	1051	500	1312	1537	1112	1038
"ENSMUSG00000024340.15"	0	0	2	6	0	0
"ENSMUSG00000024346.6"	5059	2412	5736	7307	5521	4748
"ENSMUSG00000024347.16"	5703	3648	7337	9216	6551	7326
"ENSMUSG00000024349.10"	444	210	566	620	437	504
"ENSMUSG00000024350.6"	14231	6139	16506	19943	14076	15739
"ENSMUSG00000024352.12"	229	121	346	428	294	243
"ENSMUSG00000024353.5"	7	3	14	0	0	4
"ENSMUSG00000024354.13"	20	21	7	20	9	35
"ENSMUSG00000024357.10"	2823	1204	3423	4102	2871	3012
"ENSMUSG00000024359.10"	29283	12355	32474	41663	28406	30322
"ENSMUSG00000024360.8"	12723	5902	14069	17589	12493	13526
"ENSMUSG00000024365.9"	0	1	0	0	0	1
"ENSMUSG00000024366.8"	3	3	1	0	6	2
"ENSMUSG00000024369.16"	2586	1060	2981	3676	2636	2574
"ENSMUSG00000024370.17"	5909	2846	7022	8796	5929	6326
"ENSMUSG00000024371.14"	362	141	384	621	275	337
"ENSMUSG00000024376.7"	509	259	547	682	508	630
"ENSMUSG00000024378.9"	5061	2016	5984	7180	4773	5520
"ENSMUSG00000024379.4"	22	13	23	40	27	16
"ENSMUSG00000024381.16"	27841	12405	31397	37675	27924	28770
"ENSMUSG00000024382.13"	3954	1708	4662	5345	3951	4205
"ENSMUSG00000024383.9"	3449	1503	3958	4671	3478	4568
"ENSMUSG00000024384.4"	3623	1805	4416	5319	3787	4518
"ENSMUSG00000024386.9"	0	1	0	0	2	0
"ENSMUSG00000024387.13"	9406	4153	10719	12942	9282	9709
"ENSMUSG00000024388.10"	3	7	15	17	5	8
"ENSMUSG00000024391.7"	12	2	10	15	16	5
"ENSMUSG00000024392.17"	32812	13789	37681	44944	32310	37237
"ENSMUSG00000024393.14"	55118	25805	66863	77928	56406	69240
"ENSMUSG00000024395.9"	1585	1038	2282	2748	1877	1671
"ENSMUSG00000024397.14"	384	232	689	936	705	596
"ENSMUSG00000024399.5"	47	11	46	69	53	41
"ENSMUSG00000024400.16"	7522	3323	8269	10238	6892	8440
"ENSMUSG00000024401.14"	3	0	6	0	3	4
"ENSMUSG00000024402.5"	17	0	13	17	3	17
"ENSMUSG00000024403.16"	56900	25782	63646	81061	59554	58090
"ENSMUSG00000024404.7"	7255	3416	8664	10657	7821	8373
"ENSMUSG00000024406.16"	0	0	0	7	13	3
"ENSMUSG00000024409.8"	0	0	3	13	0	5
"ENSMUSG00000024410.15"	2848	1401	3444	4191	2993	3312
"ENSMUSG00000024411.10"	18068	9284	22849	28621	19836	22030
"ENSMUSG00000024413.14"	8591	3779	10036	11840	8282	9811
"ENSMUSG00000024414.13"	4673	1728	5630	7014	5468	5025
"ENSMUSG00000024420.9"	1241	748	1826	2207	1428	1680
"ENSMUSG00000024421.16"	501	268	668	697	531	620
"ENSMUSG00000024422.14"	3496	1565	3843	4492	3337	3731
"ENSMUSG00000024423.6"	35063	17182	37879	52138	34571	38900
"ENSMUSG00000024424.15"	3207	1596	3731	4508	3607	3244
"ENSMUSG00000024425.4"	91674	42742	103172	136910	98433	93532
"ENSMUSG00000024426.17"	5411	2597	6690	8342	5776	6399
"ENSMUSG00000024427.7"	1738	794	1818	2015	1508	1740
"ENSMUSG00000024429.9"	28697	12493	32244	38384	29643	32183
"ENSMUSG00000024430.14"	1262	683	1652	1880	1440	1413
"ENSMUSG00000024431.15"	13907	6243	15730	21101	13593	15354
"ENSMUSG00000024436.16"	2138	1026	3008	3284	2544	2470
"ENSMUSG00000024437.6"	3	16	2	14	0	2
"ENSMUSG00000024440.13"	34	58	49	69	65	99
"ENSMUSG00000024442.6"	4206	2040	5050	5999	4488	4423
"ENSMUSG00000024446.13"	1157	536	1443	1534	1395	1242
"ENSMUSG00000024448.14"	0	0	0	0	0	0
"ENSMUSG00000024451.9"	1098	642	1199	1399	1202	1189
"ENSMUSG00000024454.16"	9186	4364	9939	12182	9354	10234
"ENSMUSG00000024456.16"	8736	4147	10037	12955	8650	10979
"ENSMUSG00000024457.16"	2267	1112	2752	3246	2539	2740
"ENSMUSG00000024459.18"	94	20	101	108	88	144
"ENSMUSG00000024462.17"	103832	48453	118467	150307	103798	116964
"ENSMUSG00000024471.12"	6	2	7	3	0	2
"ENSMUSG00000024472.9"	7162	4014	8358	10624	7906	10569
"ENSMUSG00000024474.7"	13653	5689	14766	18184	12918	13223
"ENSMUSG00000024477.4"	2938	1459	3490	4224	3258	3600
"ENSMUSG00000024479.3"	27616	11639	29099	40299	26574	29208
"ENSMUSG00000024480.9"	7647	3400	7228	10524	7586	7938
"ENSMUSG00000024481.5"	27	0	36	54	57	13
"ENSMUSG00000024483.19"	4800	2213	5639	6777	4547	5804
"ENSMUSG00000024485.16"	3	5	3	6	7	12
"ENSMUSG00000024486.6"	1417	899	1761	1969	1639	1576
"ENSMUSG00000024487.5"	7170	3466	7681	10843	7549	7112
"ENSMUSG00000024491.16"	5243	2174	5633	7478	5075	5849
"ENSMUSG00000024493.9"	6002	2400	7028	8396	5630	6185
"ENSMUSG00000024497.4"	3	9	1	5	10	1
"ENSMUSG00000024498.16"	8172	3266	8830	10728	8120	9697
"ENSMUSG00000024500.19"	20098	8836	21555	26852	19860	21511
"ENSMUSG00000024501.20"	9622	4124	9845	11126	8721	10379
"ENSMUSG00000024502.10"	7930	2859	8398	10086	7189	9174
"ENSMUSG00000024503.3"	0	0	0	0	0	0
"ENSMUSG00000024505.16"	516	186	499	733	481	511
"ENSMUSG00000024507.6"	7761	3570	9076	11190	8194	8311
"ENSMUSG00000024510.6"	0	0	0	0	0	0
"ENSMUSG00000024511.15"	5543	2644	6105	8289	5617	6306
"ENSMUSG00000024512.4"	0	0	0	0	0	0
"ENSMUSG00000024513.16"	4463	2091	5233	5954	4704	4721
"ENSMUSG00000024515.13"	5086	2504	5894	6752	5018	6035
"ENSMUSG00000024516.13"	4364	2347	5426	6989	4678	4286
"ENSMUSG00000024517.17"	961	427	1015	1188	726	722
"ENSMUSG00000024518.4"	5	6	4	16	19	5
"ENSMUSG00000024519.6"	3	1	13	15	7	2
"ENSMUSG00000024521.8"	214	113	369	527	281	355
"ENSMUSG00000024524.17"	29152	15105	34926	44843	30434	35915
"ENSMUSG00000024525.7"	848	441	1046	1098	852	811
"ENSMUSG00000024526.9"	195	85	269	349	241	222
"ENSMUSG00000024527.10"	11929	5379	13387	15990	11168	12534
"ENSMUSG00000024528.8"	1392	704	1591	2020	1598	1647
"ENSMUSG00000024529.14"	246	150	195	467	267	321
"ENSMUSG00000024530.8"	2410	1132	3021	3597	2692	2925
"ENSMUSG00000024532.13"	0	0	0	0	0	0
"ENSMUSG00000024533.16"	25335	11335	27236	34749	24579	27531
"ENSMUSG00000024534.15"	610	296	670	873	639	662
"ENSMUSG00000024535.16"	1466	808	1801	2088	1808	1528
"ENSMUSG00000024537.5"	1825	862	2192	2538	1914	1979
"ENSMUSG00000024538.8"	416	253	444	656	465	483
"ENSMUSG00000024539.17"	1832	868	2256	2710	2091	2120
"ENSMUSG00000024542.9"	752	247	949	930	658	963
"ENSMUSG00000024544.9"	3142	1498	3765	4230	2953	3803
"ENSMUSG00000024548.11"	4568	2176	5424	6604	4721	6162
"ENSMUSG00000024552.16"	37	23	78	178	28	117
"ENSMUSG00000024553.8"	81	71	72	88	58	53
"ENSMUSG00000024556.4"	2759	1261	3329	4035	2756	3037
"ENSMUSG00000024558.12"	9792	5288	11729	13618	11194	13048
"ENSMUSG00000024560.7"	4380	2146	5201	5790	4694	5242
"ENSMUSG00000024561.10"	4221	2136	5410	6368	4943	5235
"ENSMUSG00000024563.16"	5039	2141	6056	7101	4985	5546
"ENSMUSG00000024565.9"	1093	527	1304	1375	1465	1229
"ENSMUSG00000024566.10"	7028	3595	8395	10230	6873	8137
"ENSMUSG00000024570.7"	3618	1513	4159	5096	3973	3867
"ENSMUSG00000024571.15"	12208	5536	13708	17415	12554	12298
"ENSMUSG00000024575.16"	53	19	81	106	78	55
"ENSMUSG00000024576.14"	37659	18981	40856	54448	40126	40518
"ENSMUSG00000024578.3"	46	20	22	51	36	36
"ENSMUSG00000024579.7"	2666	1414	3108	3582	2703	2670
"ENSMUSG00000024580.8"	2452	1077	2797	3468	2455	2783
"ENSMUSG00000024581.13"	25322	11127	27768	35472	25001	28790
"ENSMUSG00000024583.3"	10159	5015	12106	14931	10488	10567
"ENSMUSG00000024587.10"	26843	10790	29087	35724	26437	27749
"ENSMUSG00000024588.9"	9115	3937	9803	12514	9079	9540
"ENSMUSG00000024589.17"	19653	9575	21890	27913	18478	24068
"ENSMUSG00000024590.8"	1331	735	1596	1894	1508	1605
"ENSMUSG00000024592.15"	1310	635	1570	1980	1544	1423
"ENSMUSG00000024593.15"	2990	1432	3944	4633	3270	3573
"ENSMUSG00000024594.9"	3065	1091	3426	4087	2848	3386
"ENSMUSG00000024597.11"	12906	5431	15106	17366	10653	13683
"ENSMUSG00000024598.9"	415	150	489	533	312	299
"ENSMUSG00000024600.8"	36	16	48	72	34	29
"ENSMUSG00000024601.9"	3263	1904	4474	5316	5263	4232
"ENSMUSG00000024603.8"	14412	6476	16229	20041	14058	14884
"ENSMUSG00000024604.7"	4015	1869	4803	6210	4591	4579
"ENSMUSG00000024608.11"	25394	12799	34017	43495	31385	24176
"ENSMUSG00000024610.15"	472	408	987	1282	714	821
"ENSMUSG00000024613.16"	3238	1502	4223	4399	3434	3823
"ENSMUSG00000024614.7"	10336	5027	11347	15538	10821	11270
"ENSMUSG00000024617.16"	400298	190500	477881	557445	407480	448591
"ENSMUSG00000024619.8"	3	0	0	0	0	1
"ENSMUSG00000024620.11"	3190	1712	3777	4918	3483	3834
"ENSMUSG00000024621.16"	14083	7077	17743	19727	15265	16315
"ENSMUSG00000024622.8"	6844	2910	7703	9609	6453	7443
"ENSMUSG00000024639.5"	31514	13294	33842	41479	28731	36771
"ENSMUSG00000024640.9"	16506	7345	20102	25296	17393	15685
"ENSMUSG00000024642.17"	8995	4061	9825	13708	8627	9854
"ENSMUSG00000024644.17"	6280	2872	7505	8617	6894	6712
"ENSMUSG00000024645.5"	998	517	1151	1474	1197	1013
"ENSMUSG00000024646.14"	4719	2180	6080	7031	4799	4510
"ENSMUSG00000024647.14"	5248	2609	6185	7788	5775	6835
"ENSMUSG00000024650.5"	1697	588	2232	3287	1405	1696
"ENSMUSG00000024653.2"	0	0	4	0	0	0
"ENSMUSG00000024654.8"	25148	12114	29176	35974	26247	23530
"ENSMUSG00000024659.15"	353	186	420	814	404	407
"ENSMUSG00000024660.9"	2014	797	2044	2508	1916	2006
"ENSMUSG00000024661.7"	168145	78523	207833	234398	168624	144414
"ENSMUSG00000024663.18"	1357	732	1759	2087	1411	1407
"ENSMUSG00000024664.5"	4652	2172	5593	6582	4515	5033
"ENSMUSG00000024665.8"	24846	12198	27372	33983	24664	26964
"ENSMUSG00000024666.6"	1111	534	1343	1751	1190	1173
"ENSMUSG00000024667.12"	559	308	677	812	670	565
"ENSMUSG00000024668.8"	5149	2589	5936	7685	5509	5123
"ENSMUSG00000024669.8"	10	1	23	16	5	22
"ENSMUSG00000024670.17"	334	222	555	705	519	413
"ENSMUSG00000024672.11"	66	49	98	106	46	55
"ENSMUSG00000024673.9"	11	15	27	48	35	21
"ENSMUSG00000024675.19"	16	4	8	25	26	6
"ENSMUSG00000024677.13"	148	68	196	291	203	131
"ENSMUSG00000024678.6"	1	0	8	4	5	3
"ENSMUSG00000024679.10"	139	61	120	170	151	107
"ENSMUSG00000024680.12"	0	0	7	9	0	0
"ENSMUSG00000024681.11"	0	0	4	1	0	0
"ENSMUSG00000024682.3"	2	0	0	1	0	0
"ENSMUSG00000024683.6"	3044	1336	3432	4358	3069	2922
"ENSMUSG00000024687.11"	10232	4178	11639	13776	9666	11442
"ENSMUSG00000024691.13"	325	123	432	490	287	308
"ENSMUSG00000024694.9"	0	0	0	0	0	0
"ENSMUSG00000024695.15"	20776	9430	23621	28453	20570	22441
"ENSMUSG00000024696.9"	132	84	163	221	175	173
"ENSMUSG00000024697.4"	34	12	29	35	40	50
"ENSMUSG00000024712.9"	8935	4399	10541	15256	9371	8827
"ENSMUSG00000024713.16"	1825	838	2267	2811	1765	2589
"ENSMUSG00000024725.13"	1682	802	2121	2302	1679	1571
"ENSMUSG00000024726.10"	1830	918	2160	2442	2114	2159
"ENSMUSG00000024727.9"	137	94	174	211	150	114
"ENSMUSG00000024728.13"	0	0	0	0	0	0
"ENSMUSG00000024729.7"	0	0	0	0	0	1
"ENSMUSG00000024730.7"	0	0	3	0	1	0
"ENSMUSG00000024731.15"	0	0	0	0	0	0
"ENSMUSG00000024732.7"	1282	522	1397	1658	1145	1285
"ENSMUSG00000024734.8"	1	1	0	14	0	9
"ENSMUSG00000024735.13"	26160	11442	30375	36190	25813	26990
"ENSMUSG00000024736.15"	54160	23947	57839	69460	49794	54963
"ENSMUSG00000024737.2"	1678	653	1982	2174	1719	1719
"ENSMUSG00000024738.6"	0	0	0	0	3	1
"ENSMUSG00000024740.10"	36215	14652	39720	48125	32547	37391
"ENSMUSG00000024742.15"	1724	776	2123	2439	1658	1819
"ENSMUSG00000024743.16"	42173	18887	48301	53417	39409	47429
"ENSMUSG00000024747.3"	196	101	195	300	158	161
"ENSMUSG00000024749.9"	14	4	27	32	5	13
"ENSMUSG00000024750.11"	31002	12731	33845	43412	32273	33030
"ENSMUSG00000024754.13"	2431	1151	2829	3095	2339	2865
"ENSMUSG00000024757.7"	4	0	2	6	1	11
"ENSMUSG00000024758.15"	184775	76715	198169	251373	174984	193628
"ENSMUSG00000024759.14"	6075	2526	6767	8621	5474	6722
"ENSMUSG00000024761.3"	0	7	2	0	0	7
"ENSMUSG00000024764.10"	2634	1311	3140	3896	3275	3505
"ENSMUSG00000024766.15"	967	438	1161	1406	887	915
"ENSMUSG00000024767.11"	27565	11782	29467	37215	26596	27013
"ENSMUSG00000024768.5"	0	0	0	0	0	0
"ENSMUSG00000024769.7"	348	174	474	598	339	352
"ENSMUSG00000024770.14"	1	4	4	0	0	0
"ENSMUSG00000024771.7"	0	4	0	5	4	0
"ENSMUSG00000024772.9"	3325	1676	3765	4491	3009	3449
"ENSMUSG00000024773.15"	3237	1585	3864	4573	3055	4148
"ENSMUSG00000024774.16"	10	13	45	15	8	27
"ENSMUSG00000024776.17"	1721	841	2024	2604	1675	1793
"ENSMUSG00000024777.10"	9534	4594	11302	13556	9893	10724
"ENSMUSG00000024778.13"	151	37	182	168	108	154
"ENSMUSG00000024780.7"	13468	6532	16314	19544	13257	14483
"ENSMUSG00000024781.16"	2388	1379	3140	3646	2386	2351
"ENSMUSG00000024782.7"	11269	4851	13178	15695	10981	10084
"ENSMUSG00000024784.13"	2	2	2	3	2	1
"ENSMUSG00000024785.7"	1867	802	2246	2857	2024	1773
"ENSMUSG00000024786.9"	1	0	2	1	4	1
"ENSMUSG00000024787.14"	4010	1894	5002	5260	4411	3950
"ENSMUSG00000024789.13"	4913	2513	5859	7392	4768	5714
"ENSMUSG00000024790.8"	2421	1127	2703	3430	2809	2641
"ENSMUSG00000024791.10"	34	19	43	76	41	37
"ENSMUSG00000024792.9"	2457	1120	2822	3558	2664	2384
"ENSMUSG00000024793.14"	63	70	134	120	116	136
"ENSMUSG00000024795.11"	97	44	112	146	132	96
"ENSMUSG00000024797.14"	7952	3621	9573	11044	8199	8868
"ENSMUSG00000024798.15"	1551	755	1716	2603	1795	2150
"ENSMUSG00000024799.16"	2167	1096	3018	3216	2440	2479
